quarter,department,day,team,targeted_productivity,standard_minute_value,work_in_progress,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
Quarter2,sewing,Wednesday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Wednesday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Tuesday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Tuesday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Monday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Thursday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Thursday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Wednesday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,2,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Saturday,1,0.65 - 0.80,44.22 - 54.56,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Tuesday,9,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Wednesday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Saturday,9,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Monday,9,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Saturday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Thursday,9,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,6,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Sunday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Sunday,7,0.65 - 0.80,44.22 - 54.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Saturday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Saturday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Tuesday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Monday,5,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Monday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Tuesday,5,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Wednesday,9,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,5,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Monday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Monday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Monday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Thursday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Saturday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Sunday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Wednesday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Sunday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Tuesday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Tuesday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Wednesday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Saturday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,11,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Saturday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Tuesday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Tuesday,1,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Monday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Thursday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Wednesday,1,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Thursday,2,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Wednesday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Saturday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,12,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Sunday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Saturday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Sunday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Wednesday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Saturday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Sunday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Saturday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Saturday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Monday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Sunday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Monday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Saturday,2,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,6,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Monday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Sunday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,4,0.65 - 0.80,13.23 - 23.56,18499 - 23122,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Thursday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Thursday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Saturday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Saturday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Sunday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Thursday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Tuesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Wednesday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Sunday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Sunday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter2,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Monday,12,0.65 - 0.80,13.23 - 23.56,9253 - 13876,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter3,sewing,Wednesday,2,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,10368 - 15552,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,4,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Wednesday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Thursday,1,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter5,sewing,Thursday,5,0.50 - 0.65,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Wednesday,4,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Thursday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Sunday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Sunday,3,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Thursday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,2,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Wednesday,5,0.50 - 0.65,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Saturday,6,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Tuesday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Thursday,12,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Saturday,3,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,1,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,1,0.50 - 0.65,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter2,sewing,Saturday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,2,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Sunday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter4,sewing,Saturday,10,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter4,sewing,Saturday,1,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,8,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Monday,7,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Wednesday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Tuesday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Thursday,11,0.65 - 0.80,2.90 - 13.23,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter3,sewing,Thursday,12,0.65 - 0.80,13.23 - 23.56,7.0 - 4630,0 - 5184,0 - 720,0 - 60,0 - 9,0,19.4 - 36.8,0.69 - 0.84
Quarter1,sewing,Saturday,1,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
Quarter1,sewing,Saturday,4,0.65 - 0.80,23.56 - 33.90,7.0 - 4630,5184 - 10368,0 - 720,0 - 60,0 - 9,0,54.2 - 71.6,0.69 - 0.84
